2.194736862182617188e+01,1.147368431091308594e+01,4.703448772430419922e+00,4.988168716430664062e+00
3.242105102539062500e+01,1.147368431091308594e+01,4.704845905303955078e+00,4.988168716430664062e+00
4.289473724365234375e+01,1.147368431091308594e+01,4.712546825408935547e+00,4.988168716430664062e+00
1.147368431091308594e+01,1.147368431091308594e+01,4.717866897583007812e+00,4.988168716430664062e+00
5.336841964721679688e+01,1.147368431091308594e+01,4.717927932739257812e+00,4.988168716430664062e+00
6.384210586547851562e+01,1.147368431091308594e+01,4.721308231353759766e+00,4.988168716430664062e+00
7.431578826904296875e+01,1.147368431091308594e+01,4.726400852203369141e+00,4.988168716430664062e+00
8.478947448730468750e+01,1.147368431091308594e+01,4.737483024597167969e+00,4.988168716430664062e+00
9.526316070556640625e+01,1.147368431091308594e+01,4.758401393890380859e+00,4.988168716430664062e+00
1.147368431091308594e+01,2.194736862182617188e+01,4.768427848815917969e+00,4.988168716430664062e+00
2.194736862182617188e+01,2.194736862182617188e+01,4.770455837249755859e+00,4.988168716430664062e+00
1.057368392944335938e+02,1.147368431091308594e+01,4.792265892028808594e+00,4.988168716430664062e+00
3.242105102539062500e+01,2.194736862182617188e+01,4.812207698822021484e+00,4.988168716430664062e+00
3.242105102539062500e+01,3.242105102539062500e+01,4.817243099212646484e+00,4.988168716430664062e+00
2.194736862182617188e+01,3.242105102539062500e+01,4.817658901214599609e+00,4.988168716430664062e+00
4.289473724365234375e+01,3.242105102539062500e+01,4.836600780487060547e+00,4.988168716430664062e+00
1.162105255126953125e+02,1.147368431091308594e+01,4.841394424438476562e+00,4.988168716430664062e+00
4.289473724365234375e+01,4.289473724365234375e+01,4.848746776580810547e+00,4.988168716430664062e+00
3.242105102539062500e+01,4.289473724365234375e+01,4.853603839874267578e+00,4.988168716430664062e+00
5.336841964721679688e+01,4.289473724365234375e+01,4.855152606964111328e+00,4.988168716430664062e+00
5.336841964721679688e+01,3.242105102539062500e+01,4.864051342010498047e+00,4.988168716430664062e+00
6.384210586547851562e+01,4.289473724365234375e+01,4.866373538970947266e+00,4.988168716430664062e+00
5.336841964721679688e+01,5.336841964721679688e+01,4.870910644531250000e+00,4.988168716430664062e+00
6.384210586547851562e+01,5.336841964721679688e+01,4.871999263763427734e+00,4.988168716430664062e+00
4.289473724365234375e+01,2.194736862182617188e+01,4.874918937683105469e+00,4.988168716430664062e+00
7.431578826904296875e+01,5.336841964721679688e+01,4.876309394836425781e+00,4.988168716430664062e+00
4.289473724365234375e+01,5.336841964721679688e+01,4.876798629760742188e+00,4.988168716430664062e+00
7.431578826904296875e+01,4.289473724365234375e+01,4.880765438079833984e+00,4.988168716430664062e+00
8.478947448730468750e+01,5.336841964721679688e+01,4.882461071014404297e+00,4.988168716430664062e+00
7.431578826904296875e+01,6.384210586547851562e+01,4.885887622833251953e+00,4.988168716430664062e+00
6.384210586547851562e+01,6.384210586547851562e+01,4.886771202087402344e+00,4.988168716430664062e+00
8.478947448730468750e+01,6.384210586547851562e+01,4.887310981750488281e+00,4.988168716430664062e+00
9.526316070556640625e+01,6.384210586547851562e+01,4.889975547790527344e+00,4.988168716430664062e+00
9.526316070556640625e+01,5.336841964721679688e+01,4.890011787414550781e+00,4.988168716430664062e+00
2.194736862182617188e+01,4.289473724365234375e+01,4.891499519348144531e+00,4.988168716430664062e+00
5.336841964721679688e+01,6.384210586547851562e+01,4.892351627349853516e+00,4.988168716430664062e+00
1.057368392944335938e+02,6.384210586547851562e+01,4.893439769744873047e+00,4.988168716430664062e+00
8.478947448730468750e+01,7.431578826904296875e+01,4.896762847900390625e+00,4.988168716430664062e+00
9.526316070556640625e+01,7.431578826904296875e+01,4.896999835968017578e+00,4.988168716430664062e+00
1.162105255126953125e+02,6.384210586547851562e+01,4.897547721862792969e+00,4.988168716430664062e+00
8.478947448730468750e+01,4.289473724365234375e+01,4.898162841796875000e+00,4.988168716430664062e+00
1.057368392944335938e+02,7.431578826904296875e+01,4.898174285888671875e+00,4.988168716430664062e+00
7.431578826904296875e+01,7.431578826904296875e+01,4.898293018341064453e+00,4.988168716430664062e+00
1.057368392944335938e+02,5.336841964721679688e+01,4.898878574371337891e+00,4.988168716430664062e+00
3.242105102539062500e+01,5.336841964721679688e+01,4.899255275726318359e+00,4.988168716430664062e+00
6.384210586547851562e+01,3.242105102539062500e+01,4.899415493011474609e+00,4.988168716430664062e+00
1.162105255126953125e+02,7.431578826904296875e+01,4.899883747100830078e+00,4.988168716430664062e+00
1.266842117309570312e+02,7.431578826904296875e+01,4.901948451995849609e+00,4.988168716430664062e+00
1.266842117309570312e+02,6.384210586547851562e+01,4.902270793914794922e+00,4.988168716430664062e+00
